organization,domain,visible_url,primary_category,secondary_categories,confidence,source_file,source_branch,notes
Texas Health Resources,texashealth.org,https://jobs.texashealth.org/,Hospital Systems,Hospital Systems; Workday (embedded; blocked API),medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),North Texas system; failure_reason=no_matching_roles
Texas Statewide Health Information Exchange,hhs.texas.gov,https://www.hhs.texas.gov/improving-services-texans,rwd_registry,Health Information Exchange; State Health Information Exchange,high,real_world_data_registry_universe.csv,cursor/rwd-registry-universe-b89c,Texas statewide health information exchange for provider data sharing
Texas Tech University Health Sciences Center,ttuhsc.edu,https://www.ttuhsc.edu,academic,Academic Medical Centers; Health Sciences Center; Workday,high,academic_employer_universe.csv; employer_database_master.csv; phase3c_browser_queue_20260620.json,cursor/academic-employer-discovery-0c53; main (phase3c_sync_minimum.zip),SPH/Medicine; Texas academic health sciences; adjunct/epi potential; failure_reason=fetch_failed:HTTP Error 404: Not Found
Texas Tech University Health Sciences Center El Paso,ttuhscep.edu,https://www.ttuhscep.edu,academic,Medical School,high,academic_employer_universe.csv,cursor/academic-employer-discovery-0c53,Paul L. Foster School of Medicine
TFS HealthScience,tfscro.com,https://tfscro.com,cro_heor_rwe,CRO; Real-world evidence studies and global CRO resourcing,high,cro_heor_rwe_universe.csv,cursor/cro-heor-rwe-discovery-307f,Global CRO services
The Borgen Project,borgenproject.org,https://borgenproject.org,global_health_ngo,International NGO; Global poverty and health policy advocacy,medium,global_health_ngo_universe.csv,cursor/global-health-ngo-discovery-e8a1,Development advocacy organization
The Health Collaborative,healthcollab.org,https://www.healthcollab.org,clinical_informatics_healthit,HIE; Ohio health information exchange services provider,high,clinical_informatics_healthit_universe.csv,cursor/clinical-informatics-healthit-universe-78ec,Ohio regional HIE organization
The Health Plan,healthplan.org,https://www.healthplan.org,payer_vbc,Health Insurance; Member portal for tracking payments and finding doctors,high,payer_vbc_universe.csv,cursor/payer-vbc-discovery-ed6b,Health insurance company
The SSI Group,thessigroup.com,https://www.thessigroup.com,clinical_informatics_healthit,Healthcare Software; QM Optimizer Elite quality measurement and performance optimization; Quality Measurement; Revenue cycle management eligibility verification and EHR integrations,high,clinical_informatics_healthit_universe.csv; digital_health_universe.csv,cursor/clinical-informatics-healthit-universe-78ec; cursor/digital-health-universe-discovery-c955,Healthcare IT services and software vendor; Integrates with care management and population health systems
The Wistar Institute,wistar.org,https://www.wistar.org,org_harvest,Research Institute; The Wistar Institute is a Global Leader in Biomedical Research,high,career_universe_org_harvest.csv,cursor/org-universe-harvest-faa3,"Nation's first independent biomedical research institute; Biomedical research institute; Vaccine and immunotherapy center for immunology, virology, immuno-oncology"
Thermo Fisher Scientific,thermofisher.com,https://www.thermofisher.com,med_device_diagnostics,Biotech Companies; Clinical Research; Consulting; Diagnostic testing instruments and laboratory solutions; Diagnostics; Digital Health; HEOR; Medical Communications; Pharmaceutical; Phenom; RWE,high,career_google_harvest.csv; employer_database_master.csv; med_device_diagnostics_universe.csv; phase3c_browser_queue_20260620.json,cursor/google-career-harvest-faa3; cursor/med-device-diagnostics-universe-e384; main (phase3c_sync_minimum.zip),CRO medical writing; CRO/RWE; Global pharmaceutical/biotech company with clinical research career opportunities; HEOR/RWE; HEOR/RWE/epi consulting; Life sciences; Major diagnostic and laboratory equipment provider; Medical/scientific communications; R19 new; RWD registries; failure_reason=no_matching_roles; pharma consulting
THRIVING,thrivingnhc.com,https://www.thrivingnhc.com,medical_communications,Healthcare Communications; National healthcare communications firm continues rapid growth,medium,medical_communications_universe.csv,cursor/medical-communications-discovery-87dc,PR Newswire article reveals organization name - healthcare communications firm
Tia,mhp-solution-group.com,https://www.mhp-solution-group.com/aussenhandel.php,Digital Health,Custom; Digital Health,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Women's health; failure_reason=no_matching_roles
Tiziana Life Sciences,tizianalifesciences.com,https://www.tizianalifesciences.com,pharma_biotech,Biotechnology; Bringing breakthrough therapies to patients with aim of treating Non-Active Secondary Progressive Multiple Sclerosis Alzheimer's and ALS,high,pharma_biotech_universe.csv,cursor/pharma-biotech-universe-bfec,Biotechnology company
Total Trials,totaltrials.com,https://www.totaltrials.com,cro_heor_rwe,CRO; Global mission-driven contract research organization,high,cro_heor_rwe_universe.csv,cursor/cro-heor-rwe-discovery-307f,Complex CRO clinical trial capabilities and patient recruitment
Tower Health,towerhealth.org,https://jobs.towerhealth.org/,Hospital Systems,Hospital Systems; Workday,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Hospital system; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
Tranquil Clinical Research,tranquilclinicalresearch.com,https://tranquilclinicalresearch.com,cro_heor_rwe,CRO; Full service CRO with Phase I unit,high,cro_heor_rwe_universe.csv,cursor/cro-heor-rwe-discovery-307f,Open 24/7 Phase I capabilities
Translational Genomics Research Institute,tgen.org,https://www.tgen.org,academic,Academic Medical Centers; Research Institute; Workday,high,academic_employer_universe.csv; employer_database_master.csv; phase3c_browser_queue_20260620.json,cursor/academic-employer-discovery-0c53; main (phase3c_sync_minimum.zip),Arizona genomics nonprofit; Translational genomics; failure_reason=fetch_failed:HTTP Error 403: Forbidden
Trauma Informed Care Project,traumainformedcareproject.org,https://www.traumainformedcareproject.org,behavioral_mental_health,Trauma-informed care organization; Trauma-informed care framework implementation and training,medium,behavioral_mental_health_universe.csv,cursor/behavioral-mental-health-discovery-b6f4,Organization providing trauma-informed care framework and training resources
Trauma Informed Oregon,traumainformedoregon.org,https://traumainformedoregon.org,behavioral_mental_health,Trauma-informed care organization; Trauma-informed care training and statewide implementation,medium,behavioral_mental_health_universe.csv,cursor/behavioral-mental-health-discovery-b6f4,State-level coalition promoting trauma-informed practices across Oregon
Traumatic Stress Institute,traumaticstressinstitute.org,https://www.traumaticstressinstitute.org,behavioral_mental_health,Trauma-informed care organization / PTSD research organization; Trauma-informed care training and traumatic stress research,high,behavioral_mental_health_universe.csv,cursor/behavioral-mental-health-discovery-b6f4,25+ years providing trauma-informed care training and research
Trenton Health Team,trentonhealthteam.org,https://www.trentonhealthteam.org,clinical_informatics_healthit,HIE; Regional health information exchange database for medical information sharing,high,clinical_informatics_healthit_universe.csv,cursor/clinical-informatics-healthit-universe-78ec,Regional HIE organization
Tribal Tech,tribaltech.com,https://www.tribaltech.com/careers,Federal Healthcare Contractors,Custom; Federal Contractors; Federal Healthcare Contractors,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Federal contractor; IHS contractor; failure_reason=no_matching_roles
Tribute Health Plans,tributemedicare.com,https://www.tributemedicare.com,payer_vbc,Medicare Advantage; Medicare Advantage HMO-POS-SNP for long-term care,high,payer_vbc_universe.csv,cursor/payer-vbc-discovery-ed6b,Medicare Advantage health plan
TridentCare,tridentcare.com,https://www.tridentcare.com,med_device_diagnostics,Laboratory Medicine; Mobile diagnostic services and laboratory,medium,med_device_diagnostics_universe.csv,cursor/med-device-diagnostics-universe-e384,Mobile health diagnostics provider
TriNetX,trinetx.com,https://trinetx.com/careers/,Digital Health,Dayforce; Digital Health,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Research network; failure_reason=fetch_failed:HTTP Error 403: Forbidden
Trinity Health,trinity-health.org,https://jobs.trinity-health.org/,Hospital Systems,Hospital Systems; Phenom,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Multi-state Catholic system; failure_reason=no_matching_roles
Trinity Life Sciences,trinitylifesciences.com,https://trinitylifesciences.com/company/careers/,HEOR / RWE / Consulting,Consulting; HEOR; HEOR Consulting; RWE,medium,employer_database_master.csv,main (phase3c_sync_minimum.zip),HEOR consulting; Market access/HEOR
Triumvirate Environmental,triumvirate.com,https://triumvirate.com,environmental_occupational_health,"Environmental Consulting Firm; Occupational Health, Environmental Health",high,environmental_occupational_health_universe.csv,cursor/environmental-occupational-health-discovery-886b,Provides industrial hygiene programs and OSHA compliance services for workplace safety
TriWest Healthcare Alliance,triwest.com,https://www.triwest.com/careers,Federal Contractors,Federal Contractors; Workday,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),VA community care; failure_reason=fetch_failed:HTTP Error 404: Not Found
Trust for America's Health,tfah.org,https://www.tfah.org/about/careers/,Government / Public Health,Government; Public Health; Workday,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Public health advocacy; failure_reason=fetch_failed:HTTP Error 404: Not Found
Trusted Health Plan Inc,trustedhealthplan.com,https://www.trustedhealthplan.com,payer_vbc,Health Insurance; Health insurance plans,medium,payer_vbc_universe.csv,cursor/payer-vbc-discovery-ed6b,DC-based health plan
Truveta,truveta.com,https://truveta.com/careers,Digital Health,Digital Health; Unknown,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),EHR consortium; Fetch: HTTP Error 308: Permanent Redirect; failure_reason=fetch_failed:HTTP Error 308: Permanent Redirect
Tufts Health Plan,tuftshealthplan.com,https://www.tuftshealthplan.com,payer_vbc,Health Insurance; Medicare and Medicaid Health Connector employer-based plans,high,payer_vbc_universe.csv,cursor/payer-vbc-discovery-ed6b,Massachusetts health insurer
Tufts Medical Center Research,tuftsmedicalcenter.org,https://www.tuftsmedicalcenter.org/careers,Academic Medical Centers,Academic Medical Centers; Unknown,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Academic; Fetch: HTTP Error 403: Forbidden; failure_reason=fetch_failed:HTTP Error 403: Forbidden
Tufts Medicine,tuftsmedicine.org,https://www.tuftsmedicine.org/careers,Academic Medical Centers,Academic Medical Centers; Workday,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Academic medical center; failure_reason=fetch_failed:HTTP Error 403: Forbidden
Tufts University School of Medicine Public Health,tufts.edu,https://careers.tufts.edu/,Academic Medical Centers,Academic Medical Centers,medium,employer_database_master.csv,main (phase3c_sync_minimum.zip),SPH/Medicine; adjunct/epi potential
Tulane University,rsph.tulane.edu,https://rsph.tulane.edu/epid/employment,google_harvest,University; Epidemiology Employment,high,career_google_harvest.csv,cursor/google-career-harvest-faa3,Tulane School of Public Health epidemiology employment
Tulane University School of Medicine,hr.tulane.edu,https://hr.tulane.edu/jobs,Academic Medical Centers,Academic Medical Centers; Workday,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Academic medical center; SPH/Medicine; adjunct/epi potential; failure_reason=no_matching_roles
Tulane University School of Public Health and Tropical Medicine,sph.tulane.edu,https://sph.tulane.edu,academic,School of Public Health,high,academic_employer_universe.csv,cursor/academic-employer-discovery-0c53,New Orleans public health
Tulu Health,tuluhealth.com,https://tuluhealth.com,ai_clinical_datascience,Healthcare AI; Deploying 27 specialized AI agents for RCM patient growth and clinical operations,high,ai_clinical_datascience_universe.csv,cursor/ai-clinical-datascience-universe-b799,Company homepage; page 12
Turacoz,turacoz.com,https://turacoz.com,medical_communications,Medical Communications; Global scientific communications agency delivering expert medical writing services as strategic MedComms partner,high,medical_communications_universe.csv,cursor/medical-communications-discovery-87dc,Google snippet - medical writing and scientific communications agency
Turnover Dynamics,turnoverdynamics.com,https://www.turnoverdynamics.com/promotional-medical-education,medical_communications,Medical Education; Promotional medical education services - decades of pharmaceutical marketing fixture involving training and educating medical sales reps,medium,medical_communications_universe.csv,cursor/medical-communications-discovery-87dc,Company service page - promotional medical education
Twist Bioscience,twistbioscience.com,https://www.twistbioscience.com,med_device_diagnostics,Biotech Companies; DNA synthesis and NGS-based diagnostic panels; Genomics Testing,high,employer_database_master.csv; med_device_diagnostics_universe.csv,cursor/med-device-diagnostics-universe-e384; main (phase3c_sync_minimum.zip),Synthetic biology; Synthetic biology for genomic testing
UAMS Translational Research Institute,uams.edu,https://tri.uams.edu,academic,Academic Medical Centers; Translational Research Institute,high,academic_employer_universe.csv; employer_database_master.csv,cursor/academic-employer-discovery-0c53; main (phase3c_sync_minimum.zip),Academic medical center; University of Arkansas for Medical Sciences
UC Berkeley School of Public Health,berkeley.edu,https://publichealth.berkeley.edu,academic,Academic Medical Centers; Job Openings | UC Berkeley Public Health; School of Public Health; University; Unknown,high,academic_employer_universe.csv; career_google_harvest.csv; employer_database_master.csv; phase3c_browser_queue_20260620.json,cursor/academic-employer-discovery-0c53; cursor/google-career-harvest-faa3; main (phase3c_sync_minimum.zip),"Academic; Also seen under domain publichealth.berkeley.edu; Fetch: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostn; UC Berkeley public health; UC Berkeley public health school job opportunities; failure_reason=fetch_failed:<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'careers.berkeley.edu'. (_s"
UC Davis Health,ucdavis.edu,https://health.ucdavis.edu,academic,Academic Medical Center; Academic Medical Centers; Workday,high,academic_employer_universe.csv; employer_database_master.csv; phase3c_browser_queue_20260620.json,cursor/academic-employer-discovery-0c53; main (phase3c_sync_minimum.zip),SPH/Medicine; Sacramento clinical research center; adjunct/epi potential; failure_reason=fetch_failed:HTTP Error 403: Forbidden
UC Davis Health Center for Health and Technology,health.ucdavis.edu,https://health.ucdavis.edu/cst,org_harvest,Digital Health; UC Davis Health Center for Health and Technology,high,career_universe_org_harvest.csv,cursor/org-universe-harvest-faa3,Telehealth services and innovation; Academic medical center digital health focus; Innovation in clinical telehealth and digital health
UC Merced Health Sciences Research Institute,ucmerced.edu,https://hsri.ucmerced.edu,academic,Academic Medical Centers; Research Institute; Workday,high,academic_employer_universe.csv; employer_database_master.csv; phase3c_browser_queue_20260620.json,cursor/academic-employer-discovery-0c53; main (phase3c_sync_minimum.zip),SPH/Medicine; UC Merced health research; adjunct/epi potential; failure_reason=no_matching_roles
UC San Diego Health,health.ucsd.edu,https://health.ucsd.edu,hospital_system,About Us | UC San Diego Health; Academic Hospital; Academic Medical Center; General; Health Information Exchange,high,career_universe_org_harvest.csv; hospital_system_universe.csv; real_world_data_registry_universe.csv,cursor/hospital-discovery-agent-b-d6aa; cursor/org-universe-harvest-faa3; cursor/rwd-registry-universe-b89c,Academic health system participating in health information exchange for provider access; Academic medical center with clinical research; Region's only academic medical center; San Diego academic medical center; Strong translational medicine programs
UC San Diego Herbert Wertheim School of Public Health,sph.ucsd.edu,https://sph.ucsd.edu,academic,School of Public Health,high,academic_employer_universe.csv,cursor/academic-employer-discovery-0c53,UCSD public health school
UCB Biopharma,ucb.com,https://careers.ucb.com/global/en,Biotech Companies,Biotech Companies; Pharmaceutical Companies; Phenom; Unknown,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Fetch: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unabl; HEOR; R20 new; failure_reason=fetch_failed:<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)>; failure_reason=no_matching_roles
UCHealth,uchealth.org,https://careers.uchealth.org/,Hospital Systems,Hospital Systems; Workday,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Hospital/cancer center; failure_reason=fetch_failed:HTTP Error 403: Forbidden; population health research
UCI Health,ucihealth.org,https://www.ucihealth.org,org_harvest,"Academic Medical Center; About Us | UCI Health | Orange County, CA",high,career_universe_org_harvest.csv,cursor/org-universe-harvest-faa3,UC Irvine academic health system; Academic medical center; NCI-designated Comprehensive Cancer Center in Orange County
UCLA Fielding School of Public Health,ucla.edu,https://ph.ucla.edu,academic,Academic Medical Centers; School of Public Health; UCLA Fielding School of Public Health; University; Unknown,high,academic_employer_universe.csv; career_universe_org_harvest.csv; employer_database_master.csv; phase3c_browser_queue_20260620.json,cursor/academic-employer-discovery-0c53; cursor/org-universe-harvest-faa3; main (phase3c_sync_minimum.zip),Academic; Also seen under domain ph.ucla.edu; Fetch: <urlopen error [Errno -2] Name or service not known>; Graduates lead transformative public health work across all 50 states; Strong epidemiology and community health sciences; Top school of public health; UC Los Angeles public health; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
UConn Health Clinical Research Center,uconn.edu,https://health.uconn.edu/clinical-research-center,academic,Clinical Research Center,high,academic_employer_universe.csv,cursor/academic-employer-discovery-0c53,University of Connecticut
UCSF Fresno,ucsf.edu,https://fresno.ucsf.edu,academic,Academic Medical Center; Academic Medical Centers; Oracle Recruiting,high,academic_employer_universe.csv; employer_database_master.csv; phase3c_browser_queue_20260620.json,cursor/academic-employer-discovery-0c53; main (phase3c_sync_minimum.zip),Academic; SPH/Medicine; UCSF regional campus clinical research; adjunct/epi potential; failure_reason=no_matching_roles
UCSF Health,ucsfhealth.org,https://www.ucsfhealth.org,org_harvest,Academic Medical Center; UCSF Health: Ranked #1 in CA,high,career_universe_org_harvest.csv,cursor/org-universe-harvest-faa3,Consistently ranked top hospital in California; Premier academic medical center; Premier academic medical center in California
UCSF Institute for Global Health Sciences,globalhealthsciences.ucsf.edu,https://globalhealthsciences.ucsf.edu,org_harvest,University; UCSF Institute for Global Health Sciences,high,career_universe_org_harvest.csv,cursor/org-universe-harvest-faa3,Major global health training programs; Academic global health research institute; Developing high-quality evidence for healthy productive lives globally
UF Health,ufhealth.org,https://www.ufhealth.org,hospital_system,Academic Hospital,high,hospital_system_universe.csv,cursor/hospital-discovery-agent-b-d6aa,University of Florida Health academic medical center with public health focus
Ufonia,ufonia.com,https://ufonia.com,ai_clinical_datascience,Healthcare AI; Scaling AI care with 150000+ patient conversations,medium,ai_clinical_datascience_universe.csv,cursor/ai-clinical-datascience-universe-b799,Company homepage; page 12
UHIN,uhin.org,https://www.uhin.org,clinical_informatics_healthit,HIE; Utah Health Information Network for statewide clinical data exchange,high,clinical_informatics_healthit_universe.csv,cursor/clinical-informatics-healthit-universe-78ec,Utah statewide HIE
UICC,uicc.org,https://www.uicc.org,global_health_ngo,Global Health; Global cancer control and prevention,high,global_health_ngo_universe.csv,cursor/global-health-ngo-discovery-e8a1,Union for International Cancer Control
Ultragenyx Pharmaceutical,ultragenyx.com,https://www.ultragenyx.com/join-our-team/,Biotech Companies,Biotech Companies; Workday (embedded; blocked API),medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Rare disease; failure_reason=no_matching_roles
UMass Amherst School of Public Health and Health Sciences,umass.edu,https://www.umass.edu/public-health-sciences,academic,Academic Medical Centers; School of Public Health; Workday,high,academic_employer_universe.csv; employer_database_master.csv; phase3c_browser_queue_20260620.json,cursor/academic-employer-discovery-0c53; main (phase3c_sync_minimum.zip),SPH/Medicine; UMass flagship campus; adjunct/epi potential; failure_reason=no_content
UMass Chan Medical School,umassmed.edu,https://www.umassmed.edu,academic,Medical School,high,academic_employer_universe.csv,cursor/academic-employer-discovery-0c53,University of Massachusetts medical school
UN Foundation,unfoundation.org,https://unfoundation.org,global_health_ngo,Global Health; UN partnership on sustainable development and global health,high,global_health_ngo_universe.csv,cursor/global-health-ngo-discovery-e8a1,Philanthropic foundation supporting UN health priorities
UNC Gillings School of Global Public Health,sph.unc.edu,https://sph.unc.edu,academic,Academic Medical Centers; Hospital Systems; School of Public Health; UNC Gillings School of Global Public Health; University; Workday,high,academic_employer_universe.csv; career_universe_org_harvest.csv; employer_database_master.csv; phase3c_browser_queue_20260620.json,cursor/academic-employer-discovery-0c53; cursor/org-universe-harvest-faa3; main (phase3c_sync_minimum.zip),Also seen under domain unc.wd1.myworkdayjobs.com; Fetch: HTTP Error 500: Internal Server Error; Hospital system; SPH/Medicine; Strong global health programs; Tied for No. 2 overall US school of public health; Top-ranked school of public health; University of North Carolina; Workday; adjunct/epi potential; failure_reason=fetch_failed:HTTP Error 500: Internal Server Error
UNC Health,unchealth.org,https://www.unchealth.org,org_harvest,Hospital System; UNC Health | Changing Lives for the Better,high,career_universe_org_harvest.csv,cursor/org-universe-harvest-faa3,Integrated with UNC School of Medicine; Academic health system with clinical research; Not-for-profit integrated health care system owned by the state
UNC School of Medicine Department of Health Sciences,med.unc.edu,https://www.med.unc.edu/healthsciences,org_harvest,University; Department of Health Sciences - UNC School of Medicine,high,career_universe_org_harvest.csv,cursor/org-universe-harvest-faa3,Interdisciplinary health sciences research; Academic health sciences department; Clinical laboratory science and human movement science programs
UNC Sheps Center,shepscenter.unc.edu,https://shepscenter.unc.edu/employment/,Academic Medical Centers,Academic Medical Centers; Unknown,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Fetch: <urlopen error timed out>; UNC; failure_reason=fetch_failed:<urlopen error timed out>
UNFPA,unfpa.org,https://www.unfpa.org,global_health_ngo,Global Health; Reproductive health and maternal health,high,global_health_ngo_universe.csv,cursor/global-health-ngo-discovery-e8a1,UN sexual and reproductive health agency
United Nations Industrial Development Organization (UNIDO),unido.org,https://www.unido.org,environmental_occupational_health,International Organization; Environmental Health,medium,environmental_occupational_health_universe.csv,cursor/environmental-occupational-health-discovery-886b,Provides solutions for pressing global challenges including sustainable industrial development
United Therapeutics,unither.com,https://www.unither.com/careers/to-be-a-unitherian,Biotech Companies,Biotech Companies; Workday (embedded; blocked API),medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Rare disease/pulmonary; failure_reason=no_matching_roles
UnitedHealthcare,uhc.com,https://www.uhc.com,payer_vbc,Health Insurance; National health insurance including Medicare and Medicaid,high,payer_vbc_universe.csv,cursor/payer-vbc-discovery-ed6b,Major national health insurer
University at Buffalo School of Public Health,buffalo.edu,https://jobs.buffalo.edu/,Academic Medical Centers,Academic Medical Centers; Workday,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),SPH/Medicine; adjunct/epi potential; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
University Health System,universityhealth.com,https://www.universityhealth.com,behavioral_mental_health,Behavioral health company / Healthcare system; Regional healthcare including behavioral health services,medium,behavioral_mental_health_universe.csv,cursor/behavioral-mental-health-discovery-b6f4,Regional healthcare system with public health and behavioral health programs
University of Alabama at Birmingham School of Public Health,uab.edu,https://www.uab.edu/soph,academic,Academic Medical Centers; Home | School of Public Health; Prospective Faculty and Staff | School of Public Health; School of Public Health; University; Workday,high,academic_employer_universe.csv; career_google_harvest.csv; career_universe_org_harvest.csv; employer_database_master.csv; phase3c_browser_queue_20260620.json,cursor/academic-employer-discovery-0c53; cursor/google-career-harvest-faa3; cursor/org-universe-harvest-faa3; main (phase3c_sync_minimum.zip),"Academic employer for epidemiologists and health services researchers; CTSA; Health policy, research, centers, and events; SPH/Medicine; Southeastern public health school; Strong health services research and epidemiology; UAB School of Public Health official employment opportunities page for faculty and staff; adjunct/epi potential; epi/biostat; failure_reason=fetch_failed:HTTP Error 404: Not Found"
University of Alaska Anchorage Health Sciences,alaska.edu,https://careers.alaska.edu/,Schools of Public Health,Academic Medical Centers; Schools of Public Health,medium,employer_database_master.csv,main (phase3c_sync_minimum.zip),SPH; SPH/Medicine; adjunct/epi potential
University of Arizona Health Sciences,arizona.edu,https://healthsciences.arizona.edu,academic,Academic Medical Centers; Cornerstone; Health Sciences Center,high,academic_employer_universe.csv; employer_database_master.csv; phase3c_browser_queue_20260620.json,cursor/academic-employer-discovery-0c53; main (phase3c_sync_minimum.zip),Academic medical center; Also seen under domain talent.arizona.edu; Arizona academic health sciences; SPH/Medicine; adjunct/epi potential; failure_reason=no_matching_roles
University of Arkansas Fay W. Boozman College of Public Health,uark.edu,https://jobs.uark.edu/,Academic Medical Centers,Academic Medical Centers,medium,employer_database_master.csv,main (phase3c_sync_minimum.zip),SPH/Medicine; adjunct/epi potential
University of California Health,ucop.edu,https://www.ucop.edu/uc-health,org_harvest,Academic Medical Center; University of California Health,high,career_universe_org_harvest.csv,cursor/org-universe-harvest-faa3,Global Health Institute and systemwide services; UC-wide coordinated health system; Six academic health centers and 21 health professional schools
University of California Irvine Program in Public Health,uci.edu,https://careers.uci.edu/,Academic Medical Centers,Academic Medical Centers; Workday,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),SPH/Medicine; adjunct/epi potential; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
University of California Los Angeles Health,uclahealth.org,https://uclahealth.org/careers,Academic Medical Centers,Academic Medical Centers; Workday,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),SPH/Medicine; adjunct/epi potential; failure_reason=fetch_failed:HTTP Error 404: Not Found
University of California Riverside School of Medicine,ucr.edu,https://careers.ucr.edu/,Academic Medical Centers,Academic Medical Centers,medium,employer_database_master.csv,main (phase3c_sync_minimum.zip),SPH/Medicine; adjunct/epi potential
University of California Santa Barbara Health Sciences,ucsb.edu,https://jobs.ucsb.edu/,Academic Medical Centers,Academic Medical Centers; Workday,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),SPH/Medicine; adjunct/epi potential; failure_reason=no_matching_roles
University of California Santa Cruz Health Sciences,ucsc.edu,https://jobs.ucsc.edu/,Academic Medical Centers,Academic Medical Centers; Workday,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),SPH/Medicine; adjunct/epi potential; failure_reason=no_matching_roles
University of Central Florida College of Medicine,ucf.edu,https://jobs.ucf.edu/,Academic Medical Centers,Academic Medical Centers,medium,employer_database_master.csv,main (phase3c_sync_minimum.zip),SPH/Medicine; adjunct/epi potential
University of Chicago,health.uchicago.edu,https://health.uchicago.edu/people/job-opportunities,google_harvest,Academic Medical Center; Job Opportunities,high,career_google_harvest.csv,cursor/google-career-harvest-faa3,Academic medical center with public health sciences career opportunities
University of Chicago Health Lab,uchicago.wd5.myworkdayjobs.com,https://uchicago.wd5.myworkdayjobs.com/External,Academic Medical Centers,Academic Medical Centers,medium,employer_database_master.csv,main (phase3c_sync_minimum.zip),Workday
University of Cincinnati College of Medicine Public Health,uc.edu,https://jobs.uc.edu/,Academic Medical Centers,Academic Medical Centers; Workday,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Academic medical center; SPH/Medicine; adjunct/epi potential; failure_reason=no_matching_roles
University of Colorado Anschutz,cu.taleo.net,https://cu.taleo.net/careersection/2/moresearch.ftl?lang=en,Academic Medical Centers,Academic Medical Centers; Taleo,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),SPH/Medicine; Taleo; adjunct/epi potential; failure_reason=no_matching_roles
University of Connecticut Health,uchc.edu,https://jobs.uchc.edu/,Academic Medical Centers,Academic Medical Centers; Workday,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Academic medical center; SPH/Medicine; adjunct/epi potential; failure_reason=no_matching_roles
University of Connecticut School of Medicine Public Health,hartfordhealthcare.org,https://jobs.hartfordhealthcare.org/,Academic Medical Centers,Academic Medical Centers; Hospital Systems; Workday,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Hospital system; SPH/Medicine; adjunct/epi potential; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
University of Delaware College of Health Sciences,udel.edu,https://www.udel.edu/apply/ud-jobs/,Academic Medical Centers,Academic Medical Centers; Workday,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),SPH/Medicine; adjunct/epi potential; failure_reason=fetch_failed:HTTP Error 404: Not Found
